set,number,name,type,subtype,rarity,allegiances,traits,artist,politics_ability,politics_cost,intrigue_ability,intrigue_cost,onePower_ability,onePower_cost,combat_ability,combat_cost,effect,lore,printing_of,printing_note
premiere,244,Stalemate,Challenge,,R,,,Diana Stein,,,,,,,,,"If you succeed, there is no action round next turn. If you succeed by five or more, add one token to your section of the Pattern.","Lord Meilan has the defense well planned, and the Cairhienin appear to be keeping their backbones for the time. Seven days with luck, perhaps eight at most.",,
premiere,245,Stedding,Event,,R,,Terrain,Jim Holloway,,,,,,,,,Target a card-based challenge. Only one terrain event may target each challenge. No One Power dice may be rolled in that challenge. No effects requiring the One Power may be used in that challenge.,The glow of Saidar was not there.,,
premiere,246,Strong Support,Event,Limited,C,,,Tony Moseley,,,,,,,,,"When recruiting troops, you may pay their recruit cost with symbols generated from characters with different allegiances, as long as at least one symbol is paid by a character of the same allegiance as the troop.","With you to lead us, my Lord Dragon, we shall conquer the world!",,
premiere,247,Stymied,Event,Limited,F,,,Paul Herbert,,,,,,,,,Target a character or troop participating in a challenge. The target rolls one less die than normal for each ability.,"Ordeith went in to examine his prisoner, stretched out between two pegs thick enough to hold a wagon train.",,
premiere,248,Subtle Manipulations,Event,Limited,U,,,Mat Innis,,,,1,,1,,,"Name a specific card type (such as player advantage or andor troop). Look at the top five cards of one player's deck. If you find any cards of that type, show them to all players and place them on the bottom of his deck.","You have handled me like a puppet, made me dance the way you wanted, from the day we met.",,
premiere,249,Superior Weaponry,Advantage,Troop,C,,Weapon,David Monette,,,,,,,,1,"If the target of this advantage rolls at least one [damage] while participating in a challenge, it generates an additional [damage].","...howling and swinging scythe-curved swords, stabbing with hooked-spears and barbed tridents, hacking with spiked axes.",,
premiere,250,Surprise Attack,Event,Limited,C,,,Chris Arneson,,,,,,,,,"Target one or more troops you control. Pay [combat] per target. Each target gains Reinforcement, but all targets must reinforce the same challenge.","...and the door burst open, pieces of the iron lock spinning across the floor.",,
premiere,251,Surrounded,Event,,C,,,Eric Anderson,,,,1,,,,1,"Play during the Coming to Grips step of a challenge if you have at least twice as many troops participating in that challenge as your opponent. For each of your troops that rolls any [damage], add a token to your character and troop damage pools.","Setting himself back-to-back with Loial and Aram, he slashed and hacked desperately.",,
premiere,252,Taking Advantage,Advantage,Player,R,,,Mat Innis,,1,,1,,,,1,"When you draw an advantage, you may reveal it to all other players to draw an additional card.","...then a shadow moved, not ten paces away. A tall, bulky shadow, and snouted.",,
premiere,253,Tar Valon,Advantage,World,U,,Contested Advantage,Ron Walotsky,,,,,,,,,"While you control Tar Valon, all Aes Sedai characters you control may participate in any nation contested advantage, regardless of normal restrictions.","Every building seemed a palace... fanciful stone work was everywhere, and the lines of one structure seemed designed to compliment and set off the next, leading the eye along as if everything were part of one vast design.",,
premiere,254,Tar Valon Guards,Troop,,U,Aes Sedai,Multiple,Jim Houston,,,,,,1,4,1,"When rolling, Tar Valon Guards may roll a One Power die instead of one of its combat dice. This troop gains +2 Combat ability while participating in the Tar Valon contested advantage.","At the foot of the bridge more soldiers stood guard, a dozen pikemen and half that many archers, checking everyone who wanted to cross.",,
premiere,255,Tar Valon Soldiers,Troop,,U,Aes Sedai,"Multiple,Reinforcement",Jim Houston,,,,,,1,5,2,"When rolling, Tar Valon Soldiers may roll a One Power die instead of one of its combat dice.",From outside the open gates came the sounds of the Amyrlin's pikemen and archers forming up in the square.,,
premiere,256,Tear,Advantage,World,U,,Nation Contested Advantage,Ellisa Mitchell,,,,,,,,,"While you control Tear, add a token to this contested advantage each ready round. If you control Tear by 5 or more, you are always considered the Dominant player. If you control Callandor, you are considered to have five additional tokens on this card.","Tairens have no love for the One Power... channeling is outlawed, and Aes Sedai are tolerated at best, so long as they do not channel.",,
premiere,257,Tear Lancers,Troop,,R,Tear,Reinforcement,Darrell Sweet,1,2,,,,,4,1,,Mounted Tairens had the lead behind a knot of colorful lords' banners...,,
premiere,258,Tear Levies,Troop,,C,Tear,Multiple,Tony Moseley,,1,,,,,2,,"When you recruit this card, draw a card.",And two thousand Tairen levies... to see to the proper distribution of the grain and protect Tairen interests.,,
premiere,259,Tear Skirmishers,Troop,,R,Tear,Multiple,Kelly Freas,,1,,,,,2,1,"As an event, Tear Skirmishers may pay [combat] to cease participating in a challenge. Any results they generated in that challenge still apply.","Battles sprang up and drifted away from where they began, or died when one side fell.",,
premiere,260,Tear Spearmen,Troop,,C,Tear,Multiple,Tony Moseley,,,,,,,4,2,Tear Spearmen lose 1 Combat ability while participating in a challenge against monster troops.,Wipe those spearpoints... a fade's blood will etch steel like acid if it's left on long enough.,,
premiere,261,Testing Fate,Challenge,,F,,,Ron Rousselle,,,,,,,,,"If you succeed, you may move one or two neutral tokens to your section of the Pattern. If you do not succeed, you must convert one of your Pattern tokens to a neutral token.","There is only the Lord Dragon and the Light! All else is illusion, a snare set by the Shadow!",,
premiere,262,The Art of Intrigue,Advantage,Character,U,,,Steve Snyder,,,,,,,,,"Target a character you control that has the Intrigue ability. He gains +1 Intrigue. You may rotate this card as a limited event to add a point of support or opposition to a challenge. If the target character ever participates in a card-based challenge you initiate but do not succeed in, he takes a point of damage and you must discard this advantage.",Her big brown eyes seemed even more melting than usual. She was apparently fool enough to think him susceptible...,,
premiere,263,The Dragon Revealed,Character,,R,Dragon,,Larry Elmore,2,,1,,4,,3,,"Replace Rand al'Thor character when you have 5 Pattern. When you succeed in a card based challenge you initiated, draw 1 card.","...one the breast of his dark cloak stood the same creature as on the banner, the four-legged serpent with the golden mane.",,
premiere,264,The Dying Ground,Event,,U,,Terrain,Pat Morrisey,,,,,,,,,"Target a card-based challenge. Only one terrain event may target each challenge. If a monster takes damage while participating in that challenge, it takes an additional point of damage when the challenge is resolved.","I have heard they call the Three-Fold land the Dying Ground. We hunt Trollocs, wetlander; they do not hunt us.",,
premiere,265,The Great Game,Advantage,Player,R,,,Jim Holloway,,2,,,,,,,You may pay [politics] as a limited event to place a reserve token on this card. You may remove two reserve tokens as a limited event to add one [politics] to your pool. This symbol has the allegiance(s) of your starting character.,"It isn't a game at all Rand. The nobles and the noble Houses maneuver for advantage. They do things they think will help them, or hurt an enemy, or both.",,
premiere,266,The Ruby Dagger,Advantage,Character,R,,"Unique,Weapon",Tony Szezudlo,,,,,,2,,,"Target a character you control. Any character that takes damage from the target and is not completely healed by the end of the turn is killed. Roll a One Power die each ready round. If you roll a [onePower], place a corruption token on the target. It is treated as damage, but cannot be healed. As an event, pay [onePower][onePower] to remove a corruption token or pay [onePower][onePower][onePower][onePower][onePower] to discard this advantage.",This is from Shadar Logoth. There is not a pebble of that city that is not tainted and dangerous...,,
premiere,267,The Stone of Tear,Advantage,Player,R,,,Ran Ackels,,,,,,,,,"If you control the Tear contested advantage, other players cannot add tokens to the Tear contested advantage except by using the challenge initiated by the Tear contested advantage.","She had heard of it in stories, heard that it was the greatest fortress in the world and the oldest, the first built after the Breaking of the World.",,
premiere,268,The Telling Blow,Event,,C,,,Thomas Manning,,,,,,,,1,Target a character or troop with damage participating in a challenge whose highest current ability is 1. Put a point of damage on the target.,"Suddenly the ship lurched, and a boom swung out of the shadows to catch the Trolloc across the chest with a crunch of breaking bones, sweeping it over the side.",,
premiere,269,The Tide of Battle,Challenge,,F,,,Jim Pavelec,,,,,,,,,"If you succeed, this card becomes a player advantage targeting you. Place one initiative token on it for each two you succeeded by. You may rotate the advantage to remove any number of initiative tokens. For each one removed, you may add a [support] or [opposition] to a card-based challenge. Discard the advantage when there are no tokens remaining on it.","... the tidal wave rushed on, closing holes and gaps apparently undiminished.",,
premiere,270,The Truth They Tell,Event,Limited,U,,,Ron Rousselle,,,,,,,,,"For every [politics][politics] or [onePower] you pay from a character with the Aes Sedai allegiance, you may add one [opposition] to a card-based challenge.","An Aes Sedai never lies, but the truth she speaks may not be the truth you think you hear.",,
premiere,271,The Way of the Leaf,Advantage,Character,C,,,April Lee,,,,,,,,,"This card may only be played by a Hero player. Target a character you control with no combat ability. The target gains +2 Politics ability, but cannot gain combat ability or roll combat dice. Any damage generated by the target is negated.","The leaf lives its appointed time, and does not struggle against the wind that carries it away. The leaf does no harm, and finally falls to nourish new leaves.",,
